year,name,content,area,budget_submitted,budget_approved,account,department,type,vendor
112,,永康區復國里活動中心風扇汰換,永康區,,,自治行政,民政局,逕洽廠商,永盛電料行
112,,永康區復國里活動中心電視汰換,永康區,,,建築及設備,民政局,共同供應契約,宏權科技有限公司
112,,永康區復國里活動中心增設帳棚,永康區,,,自治行政,民政局,逕洽廠商,城盈企業社
112,,永康區復國里活動中心遮陽網及體健設施工程,永康區,,,建築及設備,民政局,公開取得招標中,
112,,永康區復國里活動中心購置投影機,永康區,,,建築及設備,民政局,共同供應契約,宏權科技有限公司
112,,永康區復國里活動中心欄杆改善工程,永康區,,,自治行政,民政局,公開取得,泰毅土木包工業
112,,永康區復華里活動中心外廣場地坪改善工程區復華里活動中心外廣場地坪改善工程,永康區,,,自治行政,民政局,公開取得招標中,
112,,永康區復華里活動中心增設冷氣,永康區,,,建築及設備,民政局,共同供應契約,大盟空調冷凍機械有限公司
112,,永康區復華里活動中心增設監視器,永康區,,,建築及設備,民政局,逕洽廠商,長昇通信有限公司
112,,永康區復華里國華街132巷(國華街至復華七街117巷)等道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
112,,永康區復興路26巷底農路排水及路面改善工程,永康區,,,農業工程及農路改善,農業局,公開取得中,
112,,永康區復興路26巷底農路排水及路面改善工程(追加經費),永康區,,,農業工程及農路改善,農業局,公開取得中,
112,,永康區復興路356巷41弄道路排水改善工程,永康區,,,自治行政,民政局,公開取得招標中,
112,,永康區復興路423巷80號等路面改善工程,永康區,,,自治行政,民政局,公開取得,金定土木包工業
112,,永康區網寮里永春街(文化路至永春街38巷)等道路改善工程,永康區,,,工程建築及設備,工務局,公開招標,金定土木包工業
112,,永康區龍王段1601等2筆地號農路改善工程,永康區,,,農業工程及農路改善,農業局,公開取得中,
112,,永康區龍潭永明里活動中心戶外階梯防滑工程,永康區,,,自治行政,民政局,逕洽廠商,百容國際企業有限公司
112,,永康區鹽平街158巷尾路面改善工程,永康區,,,工程建築及設備,工務局,公開招標,弘鋅營造有限公司
112,,永祥里活動中心增購設備申請,北區,,,自治行政,民政局,逕洽廠商、共同供應契約,"佃勇油漆企業有限公司 蔡氏體育用品社 濃樺室內裝修企業有限公司 彩鴻電子企業社"
112,,玉井區竹圍里玄天段56地號旁排水改善工程,玉井區,,,水利工程,水利局,招標作業辦理中,
112,,玉井區竹圍里佛聖段236地號旁擋土牆,玉井區,,,自治行政,民政局,公開取得,達嘉土木工程有限公司
112,,玉井區沙田里沙坑段156、157等地號農路改善工程,玉井區,,,農業工程及農路改善,農業局,公開取得中,
112,,玉井區芒子芒段851-1地號旁野溪改善工程,玉井區,,,水利工程,水利局,公開招標,通友營造股份有限公司
112,,玉井區層林里樹王九層林段290地號旁野溪改善工程,玉井區,,,水利工程,水利局,公開取得報價單或企劃書,元第土木包工業
112,,玉井區豐里里(口宵里段115-23地號旁)野溪排水護岸改善工程,玉井區,,,水利工程,水利局,規劃設計中,
112,,玉井區豐里里口宵里段211-5等地號護岸改善工程,玉井區,,,水利工程,水利局,招標作業辦理中,
112,,白河區內角里活動中心新設LED字幕機,白河區,,,建築及設備,民政局,逕洽廠商,庫克企業社
112,,白河區六溪里水湖往青山農路擋土牆改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,茂盛土木包工業
112,,白河區六溪里石牌農路改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,茂盛土木包工業
112,,白河區仙草里11鄰60號陳能通宅前農路改善工程,白河區,,,農業工程及農路改善,農業局,公開招標,山豪土木包工業
112,,白河區永安里復興街既有側溝整建修繕工程,白河區,,,自治行政,民政局,公開取得,泉成營造有限公司
112,,白河區白河里活動中心新設吊扇,白河區,,,自治行政,民政局,逕洽廠商,禾協水電工程行
112,,白河區竹門里竹門國小後方排水改善延續工程,白河區,,,水利工程,水利局,公開招標,蜂展土木工程有限公司
112,,白河區汴頭里五汴頭小段286-8地號旁農路改善工程,白河區,,,農業工程及農路改善,農業局,公開取得中,
112,,白河區秀祐里新設及維修廣播系統,白河區,,,"建築及設備 自治行政",民政局,公開取得,弘政通信有限公司
112,,白河區河東里2鄰(白關高幹90左5)部落道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
112,,白河區河東里3鄰(白關高幹90左1)部落道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
112,,白河區虎山里糞箕湖段木屐寮小段451-1地號旁護岸改善工程,白河區,,,水利工程,水利局,公開招標,龍翔土木包工業
112,,白河區雨水下水道中正路出口改善,白河區,,,水利工程,水利局,公開招標辦理中,
112,,白河區崁頭里南97-1線(瓦磘高幹84左8)荊桐崎道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
112,,白河區崎內里5鄰、10鄰廣播線路查修及喇叭修理,白河區,,,自治行政,民政局,逕洽廠商,億銓水電工程行
112,,白河區崎內里8鄰申宗坤農地旁農路擋土牆改善工程,白河區,,,農業工程及農路改善,農業局,公開取得,茂盛土木包工業
112,,白河區崎內里活動中心廣播器維修及新設,白河區,,,"建築及設備 自治行政",民政局,逕洽廠商,廣昕科技企業社
112,,白河區崎內里馬稠後段9-31地號旁新建護岸工程,白河區,,,水利工程,水利局,公開招標,山豪土木包工業
112,,白河區崎內里親水公園欄杆工程,白河區,,,水利工程,水利局,公開招標,溢展土木包工業有限公司
112,,白河區詔豐里9鄰崁仔頭(玉豐高幹100左20)道路改善工程,白河區,,,工程建築及設備,工務局,公開招標,東洺土木包工業
112,,白河區詔豐里活動中心新設音響設備,白河區,,,"建築及設備 自治行政",民政局,逕洽廠商,尚盟音響企業社
112,,白河區關子嶺崁頂福安宮至市道175線路段道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
112,,白河區關嶺里枕山高幹157至161道路改善工程,白河區,,,工程建築及設備,工務局,公開招標中,
112,,白河區關嶺里警光山莊前排水護岸整修改善工程,白河區,,,水利工程,水利局,公開招標,方章營造有限公司
112,,光和里光和段466、467、468等地號農路排水溝損壞修復工程,左鎮區,,,農業工程及農路改善,農業局,公開取得,元第土木包工業
112,,光明里活動中心廣場涼亭修繕,南區,,,自治行政,民政局,逕洽廠商,正安工程行
112,,光軌之間社區營造計畫,東山區,,,自治行政,民政局,逕洽廠商,偉揚藝術有限公司
112,,多功能教室空調設備及電路改善工程,北區,,,教育局(處)其他設備,教育局,共同供應契約,昭亨企業有限公司
112,,安中路四段500巷41弄農用道路改善工程,安南區,,,農業工程及農路改善,農業局,公開取得中,
112,,安平區育平里活動中心外圍地坪整修工程,安平區,,,自治行政,民政局,公開招標,永輝工程股份有限公司
112,,安平區金城里世平籃球場設備整修,安平區,,,自治行政,民政局,逕洽廠商,正安工程行
112,,安平區金城里活動中心汰換布簾、窗簾、地毯及室內油漆,安平區,,,自治行政,民政局,逕洽廠商,"慶宏工程行 典慕企業社"
112,,安定區中沙里24-3號前道路改善工程,安定區,,,農業工程及農路改善,農業局,公開取得,益晟土木包工業
112,,安定區文科里防汛道路旁農路改善工程,安定區,,,農業工程及農路改善,農業局,公開取得,聯豐土木包工業
112,,安定區文科里南132-1區道至南132區道改善工程,安定區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
112,,安定區海寮里河川公地農路改善工程,安定區,,,工程建築及設備,工務局,公開招標,再生營造有限公司
112,,安定區港口(灣港)滯洪池路燈新設工程,安定區,,,水利工程,水利局,公開招標,豐赫電訊有限公司
112,,安定區港尾里69號至福安宮前道路改善工程,安定區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
112,,安定區港尾里下洲子17-2號周遭道路改善工程,安定區,,,工程建築及設備,工務局,公開招標,育禎土木包工業
112,,安定區港南里2號前道路改善工程,安定區,,,自治行政,民政局,公開取得招標中,
112,,安定區新吉里134號至274號及142號至209號鄰里道路改善工程,安定區,,,自治行政,民政局,公開取得招標中,
112,,安定區新吉里抽水機水管便橋新設工程,安定區,,,水利工程,水利局,公開招標辦理中,
112,,安定區新吉里南131線(新吉126-10號至台19線)道路改善工程,安定區,,,工程建築及設備,工務局,公開取得報價單或企劃書,佳霖土木包工業
112,,安定區灣港滯洪池新設涼亭工程,安定區,,,水利工程,水利局,公開招標,佳霖土木包工業
112,,安南區州北里活動中心設置通學步道,安南區,,,自治行政,民政局,逕洽廠商,友信土木包工業
112,,安南區州北里活動中心新設百葉窗,安南區,,,自治行政,民政局,逕洽廠商,順成鋁門窗行
112,,安南區州北里活動中心新設遮光防火窗簾,安南區,,,自治行政,民政局,逕洽廠商,久通企業有限公司
112,,安南區幸福里廣播設備汰換,安南區,,,建築及設備,民政局,逕洽廠商,旭億科技工程行
112,,安南區東和里活動中心新建工程規劃設計費,安南區,,,建築及設備,民政局,公開招標中,
112,,安南區城東里聖母段640地號設置體建設施,安南區,,,"建築及設備 自治行政",民政局,逕洽廠商,福田工程行
112,,安南區洲北里活動中心後方車阻增設,安南區,,,自治行政,民政局,逕洽廠商,坤建土木包工業
112,,安南區洲北里活動中心飲水機汰換,安南區,,,建築及設備,民政局,逕洽廠商,程豐工程行
112,,安南區洲北里活動中心廣場連鎖磚修復工程,安南區,,,自治行政,民政局,逕洽廠商,丞鴻土木包工業
112,,安南區海西里活動中心增建景觀燈,安南區,,,自治行政,民政局,逕洽廠商,德泰水電工程行
112,,安南區溪心里活動中心購置會議桌,安南區,,,自治行政,民政局,逕洽廠商,金金辦公家俱有限公司
112,,西埔里台20乙線旁(九空橋)農路改善工程,南化區,,,農業工程及農路改善,農業局,公開取得,佳泰土木包工業
112,,"西埔里西埔頭仔農路(金馬高幹38) 路面改善工程",南化區,,,農業工程及農路改善,農業局,公開取得,冠頂土木包工業
112,,西埔里荖葉宅社區(荖葉高分22旁)排水改善工程,南化區,,,自治行政,民政局,公開取得設計中,
112,,西側周界改善工程,下營區,,,教育局(處)土地購置,教育局,公開招標,銘慧營造股份有限公司
112,,西港區永樂里曾文溪內河川地農路改善工程,西港區,,,工程建築及設備,工務局,規劃設計中,
112,,西港區竹林排水(近州海段1172地號)護岸改善工程,西港區,,,水利工程,水利局,公開招標,瓏泰土木包工業
112,,西港區西港排水(1K+300~1k+400)改善工程,西港區,,,水利工程,水利局,招標作業辦理中,
112,,西港區南47線道路路面改善工程(第二期),西港區,,,工程建築及設備,工務局,公開招標,廣泰營造有限公司
112,,西港區南海里南海街173巷旁道路改善工程,西港區,,,工程建築及設備,工務局,公開招標,廣泰營造有限公司
112,,西港區新復里黃文生魚塭旁農路改善工程,西港區,,,漁業建設,農業局,公開取得,弘鋅營造有限公司
112,,西港區檨林里中山高東側河川地農路改善工程,西港區,,,工程建築及設備,工務局,規劃設計中,
112,,西賢里活動中心購置會議桌椅,中西區,,,自治行政,民政局,逕洽廠商,永青辦公傢俱行
112,,兌悅里活動中心購置引水機桌球桌電視投影機等設備,中西區,,,"建築及設備 自治行政",民政局,逕洽廠商、共同供應契約,"強生運動科技股份有限公司 賀眾企業股份有限公司 尚真事業有限公司 寅勝企業有限公司"
112,,兌悅里活動中心鐵捲門修繕保養、加裝防火門及磁磚修復,中西區,,,自治行政,民政局,逕洽廠商,勛穎工程有限公司
112,,改善及充實教學環境設備,大內區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,"易揚鐵工所 財團法人金屬工業研究發展中心"
112,,改善校門口積水工程,安南區,,,教育局(處)土地購置,教育局,辦理招標中,
112,,赤嵌里活動中心汰換冷氣機2臺,中西區,,,建築及設備,民政局,共同供應契約,八ㄚ旺實業有限公司
112,,佳里區下營里南29線道至南26線道社區蒐集水路新建工程,佳里區,,,水利工程,水利局,公開招標,弘鋅營造有限公司
112,,佳里區子龍里南47線水路改善工程,佳里區,,,水利工程,水利局,公開招標,長泓陞營造有限公司
112,,佳里區光華街（育善街至佳西路）鋪面改善工程,佳里區,,,工程建築及設備,工務局,公開招標,益成土木包工業
112,,佳里區忠仁里信義一街341巷及佳東路550巷道鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,佳里區南勢里南勢街264號宅前道路改善工程經費,佳里區,,,工程建築及設備,工務局,公開招標,益成土木包工業
112,,佳里區建南里中和街(新生路及建中街)道路鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,佳里區萊芊寮工業區排水改善工程,佳里區,,,水利工程,水利局,公開招標,長泓陞營造有限公司
112,,佳里區塭內里通興段413及532地號鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,佳里區塭內里塭子內38之1號旁巷道鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,佳里區鎮山里三角公園體健設施改善工程,佳里區,,,建築及設備,民政局,逕洽廠商,環翰實業有限公司
112,,佳里區鎮山里佳南路147巷及鎮山街160巷道路鋪面改善工程,佳里區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,佳里區鎮山里廣播設備汰換,佳里區,,,建築及設備,民政局,逕洽廠商,暢泓科技顧問企業社
112,,典禮台整修工程,東區,,,教育局(處)營建及修建工程,教育局,"勞務-限制性招標 工程-辦理招標中",徐郁富建築師事務所
112,,協進館消防改善工程,中西區,,,教育局(處)營建及修建工程,教育局,公開招標,聯慶機電消防保養有限公司
112,,協興里活動中心內部新增音響及冷氣設備,新化區,,,建築及設備,民政局,小額採購、共同供應契約,"匠聲音響 八丫旺實業有限公司"
112,,協興里活動中心公廁整修,新化區,,,自治行政,民政局,逕洽廠商,智勇工程企業社
112,,官田區官田里中脅庄內道路改善工程,官田區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
112,,官田區官田段99-2地號農路改善工程,官田區,,,農業工程及農路改善,農業局,公開招標,廣泰營造有限公司
112,,官田區社子里六雙農路排水改善工程,官田區,,,農業工程及農路改善,農業局,公開招標中,
112,,官田區烏山頭里湖山排水旁(南側)農路改善工程,官田區,,,農業工程及農路改善,農業局,公開取得,東奕土木包工業
112,,官田區渡拔里三塊厝段93-20地號道路擋土牆工程工程,官田區,,,工程建築及設備,工務局,公開招標,金富發營造有限公司
112,,官田區渡拔里番子渡頭段170地號旁農路改善工程,官田區,,,農業工程及農路改善,農業局,公開取得,威遠營造股份有限公司
112,,官田區隆田車站旁排水護岸改善工程,官田區,,,水利工程,水利局,公開招標,瓏泰土木包工業
112,,官田區隆田里隆西街道路改善工程工程,官田區,,,工程建築及設備,工務局,公開招標,晟富營造有限公司
112,,明和里南140線旁巷道及側溝改善,山上區,,,自治行政,民政局,公開招標,鑫旺土木包工業
112,,東山區東中里鳳安二街47巷道路改善工程,東山區,,,工程建築及設備,工務局,公開招標,堆高營造有限公司
112,,東山區東原里大公坑(205右19)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開取得中,
112,,東山區東原里大坑(大坑7右3-2)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,福林土木包工業
112,,東山區東原里子龍廳(山原226、226B5)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開取得中,
112,,東山區林安里過坑仔(0428)改善工程,東山區,,,水利工程,水利局,公開招標,方章營造有限公司
112,,東山區青山里二坑埔(東原92左1)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,益成土木包工業
112,,東山區青山里青山往水尾(水尾幹5~郭厝高分19)產業道路改善工程,東山區,,,農業工程及農路改善,農業局,公開取得,弘鋅營造有限公司
112,,東山區南勢里崁頭山(嘉湖高分73)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開取得中,
112,,東山區南勢里橫路(橫路高分5-1)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,福林土木包工業
112,,東山區高原里柳枝仔二期(李園14右11)野溪排水改善工程,東山區,,,水利工程,水利局,公開招標,方章營造有限公司
112,,東山區高原里科尾(216左15)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,益成土木包工業
112,,東山區高原里埤仔墘(李園23左18)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,益成土木包工業
112,,東山區嶺南里五欉檨(1056-3)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,福林土木包工業
112,,東山區嶺南里五欉檨(93左8C4)農路改善工程,東山區,,,農業工程及農路改善,農業局,公開招標,福林土木包工業
112,,東山區嶺南里桂竹林(4期)野溪改善工程,東山區,,,水利工程,水利局,公開招標,福林土木包工業
112,,東區富強里活動中心音響周邊汰換,東區,,,建築及設備,民政局,逕洽廠商,學友音響有限公司
112,,油車里油車106至113號旁巷道改善,麻豆區,,,自治行政,民政局,公開招標,廣泰營造有限公司
112,,虎尾里活動中心防水修繕工程,東區,,,自治行政,民政局,逕洽廠商,富帥防水檢測科技有限公司
112,,長勝里活動中心汰換無線擴音機及麥克風,北區,,,建築及設備,民政局,逕洽廠商,大禾音響社
112,,長興里活動中心汰換冷氣機,北區,,,建築及設備,民政局,共同供應契約,禾聯電器股份有限公司
112,,南化區中坑里中坑段668-41地號等3處排水改善工程,南化區,,,水利工程,水利局,公開招標,方章營造有限公司
112,,南化區中坑段668-52地號排水改善工程,南化區,,,水利工程,水利局,公開招標,水旺土木包工業
112,,南化區北平里中坑段91地號擋土牆及排水溝改善工程,南化區,,,農業工程及農路改善,農業局,公開取得中,
112,,南化區北平里南191線2K+100(尖山高分46旁）邊坡改善工程,南化區,,,工程建築及設備,工務局,公開招標中,
112,,南化區北平里南化段2003地號擋土牆改善工程,南化區,,,農業工程及農路改善,農業局,公開取得中,
112,,南化區北寮里北寮段415-2地號往孫進埔農路改善工程,南化區,,,農業工程及農路改善,農業局,公開取得中,
112,,南化區東和里三龍宮往菁埔寮段260-6地號路面及排水改善工程,南化區,,,農業工程及農路改善,農業局,公開取得中,
112,,南化區東和里菁埔寮段65-6地號邊坡改善工程,南化區,,,水利工程,水利局,公開招標,方章營造有限公司
112,,南化區南176-1線(觀音高分81)擋土牆及排水溝改善工程,南化區,,,工程建築及設備,工務局,公開招標中,
112,,南化區關山里酒糟坑(北關高分520右14右2)農路排水改善工程,南化區,,,農業工程及農路改善,農業局,公開取得中,
112,,南區文南里活動中心購置會議桌,南區,,,自治行政,民政局,逕洽廠商,永青辦公傢具
112,,南區再興里活動中心內部設備更新申請計畫,南區,,,"建築及設備 自治行政",民政局,逕洽廠商,"上準電子器材行 大元鋁門窗行 友新帆布行 三橋營造有限公司 正安工程行"
112,,南區灣裡聯合里活動中心購置桌球桌,南區,,,建築及設備,民政局,逕洽廠商,林森體健用品實業社
112,,南都里活動中心內部設備更新,南區,,,"建築及設備 自治行政",民政局,逕洽廠商,"尚真事業有限公司 友新帆布行 琠石企業社 仕多利室內裝修有限公司 錦揚行"
112,,南都里辦公處認養空地鹽埕段3109-16地號綠美化空地增設體健設施,南區,,,建築及設備,民政局,逕洽廠商,福田工程行
112,,城西里城西街三段1105巷漁路改善工程,安南區,,,漁業建設,農業局,公開取得中,
112,,後港里辦公處廣播設備購罝,七股區,,,建築及設備,民政局,逕洽廠商,同安行
112,,後壁區上茄苳里嘉安段766地號周邊農路改善工程,後壁區,,,農業工程及農路改善,農業局,公開招標,原宏營造有限公司
112,,後壁區土溝里昇安排水護岸改善工程,後壁區,,,水利工程,水利局,公開招標,昇揚營造有限公司
112,,後壁區安溪寮中排一下游排水溝改善工程,後壁區,,,水利工程,水利局,公開招標,巨曜營造有限公司
112,,後壁區昇安排水（無竹圍厝橋上游至南91）護岸改善工程,後壁區,,,水利工程,水利局,公開招標,禾登土木包工業
112,,後壁區長短樹里魚寮1號至25號及19號之4至1號之6宅前道路改善工程,後壁區,,,自治行政,民政局,公開取得招標中,
112,,後壁區長短樹里葯店口19-7號至46-11號宅旁側溝及路面改善工程,後壁區,,,工程建築及設備,工務局,公開招標,百賞營造有限公司
112,,後壁區侯伯里侯伯段298、288地號周邊農路改善工程,後壁區,,,農業工程及農路改善,農業局,公開取得,東奕土木包工業
112,,後壁區菁寮里四安段789地號農路改善工程,後壁區,,,農業工程及農路改善,農業局,公開招標中,
112,,後壁區新東里下茄苳排水護岸改善工程,後壁區,,,水利工程,水利局,公開招標,昇揚營造有限公司
112,,後壁區新嘉里蘆竹潭排水系統改善工程,後壁區,,,水利工程,水利局,公開招標,巨曜營造有限公司
112,,後壁區嘉苳里52號宅側至51號宅前道路側溝改善工程,後壁區,,,自治行政,民政局,公開取得招標中,
112,,後壁區嘉苳里下茄苳排水(蘭花園區北側)護岸改善工程,後壁區,,,水利工程,水利局,公開招標,侑珅營造有限公司
112,,後壁區福安里烏樹林段739地號周邊農路改善工程,後壁區,,,農業工程及農路改善,農業局,公開招標,原宏營造有限公司
112,,後鎮抽水站引水幹線應急改善工程,鹽水區,,,水利工程,水利局,公開招標,廣評營造股份有限公司
112,,柳營區人和里橋南社區排水延續改善工程(第2期),柳營區,,,水利工程,水利局,公開招標,上品營造股份有限公司
112,,柳營區八老爺排水八翁社區下游段護岸改善工程,柳營區,,,水利工程,水利局,公開招標,鉅穎營造有限公司
112,,柳營區士林里活動中心增設桌球設備計畫,柳營區,,,"建築及設備 自治行政",民政局,逕洽廠商,大勝體育用品社
112,,柳營區太康里太康國小後側道路側溝改善工程,柳營區,,,工程建築及設備,工務局,規劃設計中,
112,,柳營區太康排水南95線下游段護岸改善工程,柳營區,,,水利工程,水利局,公開招標,上品營造股份有限公司
112,,活動中心空氣調節機改善,新營區,,,教育局(處)其他設備,教育局,共同供應契約,梅山安順電器企業有限公司
112,,活動中心前鋪面改善計畫,麻豆區,,,教育局(處)土地購置,教育局,逕洽廠商,冠呈興業有限公司
112,,活動中心音響修繕及汰換,六甲區,,,教育局(處)其他設備,教育局,逕洽廠商,旭瑒科技有限公司
112,,活動中心音響設備、布幕、地磚及窗簾更新,六甲區,,,教育局(處)其他設備,教育局,公開招標,亞典家飾設計有限公司
112,,科任教室桌椅、辦公桌資料櫃汰換,麻豆區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,仕多利室內裝修
112,,茅營里茅港尾段3392及310-6地號巷道改善,下營區,,,自治行政,民政局,公開招標,廣泰營造有限公司
112,,校園內牆面壁癌改善工程,歸仁區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,川硯創意行銷設計
112,,校園安全環境改善計畫,麻豆區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,立旺科技工程行
112,,校園車道視線死角改善,白河區,,,教育局(處)土地購置,教育局,逕洽廠商,世侑安全衛生有限公司
112,,校園停車場及人行步道鋪面改善工程,北區,,,教育局(處)土地購置,教育局,公開招標,立澄開發營造有限公司
112,,烏山頭里嘉南里活動中心伴唱機增購案,官田區,,,建築及設備,民政局,逕洽廠商,冠成家電有限公司
112,,草山里第1.3.5鄰對外聯絡道路改善,左鎮區,,,自治行政,民政局,公開取得設計中,
112,,密枝里溪中石排水改善工程,楠西區,,,水利工程,水利局,公開招標,億益營造有限公司
112,,將軍區玉山里農路板橋橋面改善工程,將軍區,,,漁業建設,農業局,公開招標,東拓土木包工業
112,,將軍區玉山里養殖區擋土牆路面改善工程,將軍區,,,養殖漁業發展業務,農業局,公開招標中,
112,,將軍區忠昌段1021等地號道路改善工程,將軍區,,,自治行政,民政局,公開取得,威遠營造股份有限公司
112,,將軍區青鯤鯓抽水站前道路改善工程,將軍區,,,工程建築及設備,工務局,規劃設計中,
112,,將軍區青鯤鯓鹽豐橋往鎮海將軍廟路側改善工程,將軍區,,,漁業建設,農業局,公開取得中,
112,,將軍區巷口中排四排水下游段護欄改善及山子腳排水防汛道路改善工程,將軍區,,,水利工程,水利局,公開招標,東拓土木包工業
112,,將軍區苓子寮苓和國小後方道路水溝蓋改善工程,將軍區,,,工程建築及設備,工務局,公開招標,佳霖土木包工業
112,,將軍區苓仔寮苓和國小西側道路改善工程,將軍區,,,自治行政,民政局,公開取得,東奕土木包工業
112,,將軍區馬沙溝臨台61線旁農路改善工程,將軍區,,,漁業建設,農業局,公開取得中,
112,,將軍區漚汪段西甲小段1551等地號改善工程,將軍區,,,農業工程及農路改善,農業局,公開招標,戴竹工程有限公司
112,,將軍區鯤鯓里206至203-16路面排水溝蓋改善工程,將軍區,,,自治行政,民政局,公開取得,劼揚營造有限公司
112,,崇善里三樓教室鋪設卡扣地板,東區,,,自治行政,民政局,逕洽廠商,王室室內裝潢工程行
112,,教師宿舍補強工程,北門區,,,教育局(處)營建及修建工程,教育局,公開招標,兆宏有限公司
112,,教學設備改善,大內區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,明億土木包工業
112,,球場旁圍牆及地坪修繕,永康區,,,教育局(處)土地購置,教育局,"勞務-限制性招標 工程-辦理招標中",向仁典結構技師事務所
112,,通學步道地坪改善,南區,,,教育局(處)營建及修建工程,教育局,逕洽廠商,宏誌營造有限公司
112,,麻豆區CR支線北麻豆小排3-1排水改善工程,麻豆區,,,水利工程,水利局,公開招標,鋕昇營造工程有限公司
112,,麻豆區井東里安業段259、260-1排水新建工程,麻豆區,,,農業工程及農路改善,農業局,公開招標,廣泰營造有限公司
112,,麻豆區北勢里南55道路(市府供料)封面改善工程,麻豆區,,,工程建築及設備,工務局,公開招標,廣泰營造有限公司
112,,麻豆區安正里子良廟排水右岸防汛道路改善工程,麻豆區,,,水利工程,水利局,規劃設計中,
112,,麻豆區安業里82-10至82-18號前側溝改善工程,麻豆區,,,農業工程及農路改善,農業局,公開招標,廣泰營造有限公司
112,,麻豆區南勢里關帝廟6號之6旁農路改善工程,麻豆區,,,農業工程及農路改善,農業局,公開招標,再生營造有限公司
112,,麻豆區海埔里大山腳及海埔社區道路改善工程,麻豆區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
112,,麻豆區海埔里社區排水改善工程,麻豆區,,,水利工程,水利局,公開招標,健曜土木包工業
112,,麻豆區海埔里海浦中排2K+055至2K+100護岸改善工程,麻豆區,,,水利工程,水利局,公開招標,健曜土木包工業
112,,麻豆區海埔里排水改善工程(第三期),麻豆區,,,水利工程,水利局,規劃設計中,
112,,麻豆區海埔里莊禮寮部落及大山段78地號旁道路改善,麻豆區,,,自治行政,民政局,公開招標,廣泰營造有限公司
112,,麻豆區埤頭里西邊寮高幹10之10右7魚塭產業道路改善工程,麻豆區,,,漁業建設,農業局,公開招標,再生營造有限公司
112,,麻豆區寮廍里寮子廍排水(港子墘段27等地號)溝牆改善工程,麻豆區,,,水利工程,水利局,公開招標,菁穎土木包工業
112,,麻豆區興農里前班高分18-1至前班高分14右6C3農路改善工程,麻豆區,,,農業工程及農路改善,農業局,公開招標,再生營造有限公司
112,,麻豆區謝厝寮里謝厝寮124號東側道路改善工程,麻豆區,,,工程建築及設備,工務局,公開招標,永道營造有限公司
112,,善化成功段1193-2地號農路改善工程,善化區,,,農業工程及農路改善,農業局,公開招標,弘鋅營造有限公司
112,,善化區六分里社區道路改善工程,善化區,,,自治行政,民政局,公開取得,嘉丞營造有限公司
112,,善化區六分寮中排二(六分寮段1893地號旁)排水護岸改善工程,善化區,,,水利工程,水利局,公開招標辦理中,
112,,善化區六分寮段964-1地號農路改善工程,善化區,,,農業工程及農路改善,農業局,公開招標,弘鋅營造有限公司
112,,善化區台19甲線善化國中前排水路改善工程,善化區,,,水利工程,水利局,公開招標辦理中,
112,,善化區光文里光華路35巷路面改善工程,善化區,,,自治行政,民政局,公開取得,瑞璋土木包工業
112,,善化區圳西段941等地號農路改善工程,善化區,,,農業工程及農路改善,農業局,公開招標,弘鋅營造有限公司
112,,善化區溪美段1116地號農路改善工程,善化區,,,農業工程及農路改善,農業局,公開招標,弘鋅營造有限公司
112,,善化區蓮潭里陽光大道東側人行道(龍目井路至蓮潭北一街)改善工程,善化區,,,工程建築及設備,工務局,公開招標中,
112,,菁豐里108-35號至83號宅後道路路面改善工程,後壁區,,,自治行政,民政局,公開取得,廣泰營造有限公司
112,,菁豐里四安段204地號周邊農路及擋土牆改善工程,後壁區,,,農業工程及農路改善,農業局,公開招標,蜂展土木工程有限公司
